time_s,row,state
47.144,Flat,0
47.286,Flat,0
47.427,Flat,0
47.569,Flat,0
47.711,Flat,0
47.852,Flat,0
47.994,Flat,0
48.135,Flat,0
48.277,Flat,0
48.419,Flat,0
48.56,Flat,0
48.702,Flat,0
48.843,Flat,0
48.985,Flat,0
49.127,Flat,0
49.268,Flat,0
49.41,Flat,0
49.552,Flat,0
49.693,Flat,0
49.835,Flat,0
49.976,Flat,0
50.118,Flat,0
50.26,Flat,0
50.401,Flat,0
50.543,Flat,0
50.684,Flat,0
50.826,Flat,0
50.968,Flat,0
51.109,Flat,0
51.251,Flat,0
51.393,Flat,0
51.534,Flat,0
51.676,Flat,0
51.817,Flat,0
51.959,Flat,0
52.101,Flat,0
52.242,Flat,0
52.384,Flat,0
52.525,Flat,0
52.667,Flat,0
52.809,Flat,0
52.95,Flat,0
53.092,Flat,0
53.234,Flat,0
53.375,Flat,0
53.517,Flat,0
53.658,Flat,0
53.8,Flat,0
53.942,Flat,0
54.083,Flat,0
54.225,Flat,0
54.366,Flat,0
54.508,Flat,0
54.65,Flat,0
54.791,Flat,0
54.933,Flat,1
55.075,Flat,1
55.216,Flat,1
55.358,Flat,1
55.499,Flat,1
55.641,Flat,1
55.783,Flat,1
55.924,Flat,0
56.066,Flat,0
56.207,Flat,0
56.349,Flat,0
56.491,Flat,0
56.632,Flat,0
56.774,Flat,0
56.915,Flat,0
57.057,Flat,0
57.199,Flat,0
57.34,Flat,0
57.482,Flat,0
57.624,Flat,0
57.765,Flat,0
57.907,Flat,0
58.048,Flat,0
58.19,Flat,0
58.332,Flat,0
58.473,Flat,0
58.615,Flat,0
58.756,Flat,0
58.898,Flat,0
59.04,Flat,0
59.181,Flat,0
59.323,Flat,0
59.465,Flat,0
59.606,Flat,0
59.748,Flat,0
59.889,Flat,0
60.031,Flat,1
60.173,Flat,1
60.314,Flat,1
60.456,Flat,1
60.597,Flat,1
60.739,Flat,1
60.881,Flat,1
61.022,Flat,1
61.164,Flat,1
61.306,Flat,1
61.447,Flat,1
61.589,Flat,1
61.73,Flat,1
61.872,Flat,1
62.014,Flat,1
62.155,Flat,1
62.297,Flat,1
62.438,Flat,1
62.58,Flat,1
62.722,Flat,1
62.863,Flat,1
63.005,Flat,1
63.147,Flat,1
63.288,Flat,1
63.43,Flat,1
63.571,Flat,1
63.713,Flat,1
63.855,Flat,1
63.996,Flat,1
64.138,Flat,1
64.279,Flat,1
64.421,Flat,1
64.563,Flat,1
64.704,Flat,1
64.846,Flat,1
64.988,Flat,1
65.129,Flat,1
65.271,Flat,1
65.412,Flat,1
65.554,Flat,1
65.696,Flat,1
65.837,Flat,1
65.979,Flat,1
66.12,Flat,1
66.262,Flat,1
66.404,Flat,1
66.545,Flat,1
66.687,Flat,1
66.828,Flat,1
66.97,Flat,1
67.112,Flat,1
67.253,Flat,1
67.395,Flat,1
67.537,Flat,1
67.678,Flat,1
67.82,Flat,1
67.961,Flat,1
68.103,Flat,1
68.245,Flat,1
68.386,Flat,1
68.528,Flat,1
68.669,Flat,1
68.811,Flat,1
68.953,Flat,1
69.094,Flat,1
69.236,Flat,1
69.378,Flat,1
69.519,Flat,1
69.661,Flat,1
69.802,Flat,1
69.944,Flat,1
70.086,Flat,0
70.227,Flat,0
70.369,Flat,0
70.51,Flat,0
70.652,Flat,0
70.794,Flat,0
70.935,Flat,0
71.077,Flat,1
71.219,Flat,1
71.36,Flat,1
71.502,Flat,1
71.643,Flat,1
71.785,Flat,1
71.927,Flat,1
72.068,Flat,1
72.21,Flat,1
72.351,Flat,1
72.493,Flat,1
72.635,Flat,1
72.776,Flat,1
72.918,Flat,1
73.06,Flat,1
73.201,Flat,1
73.343,Flat,1
73.484,Flat,1
73.626,Flat,1
73.768,Flat,1
73.909,Flat,1
74.051,Flat,1
74.192,Flat,1
74.334,Flat,1
74.476,Flat,1
74.617,Flat,1
74.759,Flat,1
74.901,Flat,1
75.042,Flat,1
75.184,Flat,1
75.325,Flat,1
75.467,Flat,1
75.609,Flat,1
75.75,Flat,1
75.892,Flat,1
76.033,Flat,0
76.175,Flat,0
76.317,Flat,0
76.458,Flat,0
76.6,Flat,0
76.741,Flat,0
76.883,Flat,0
77.025,Flat,1
77.166,Flat,1
77.308,Flat,1
77.45,Flat,1
77.591,Flat,1
77.733,Flat,1
77.874,Flat,1
78.016,Flat,1
78.158,Flat,1
78.299,Flat,1
78.441,Flat,1
78.582,Flat,1
78.724,Flat,1
78.866,Flat,1
79.007,Flat,1
79.149,Flat,1
79.291,Flat,1
79.432,Flat,1
79.574,Flat,1
79.715,Flat,1
79.857,Flat,1
79.999,Flat,1
80.14,Flat,1
80.282,Flat,1
80.423,Flat,1
80.565,Flat,1
80.707,Flat,1
80.848,Flat,1
80.99,Flat,1
81.132,Flat,1
81.273,Flat,1
81.415,Flat,1
81.556,Flat,1
81.698,Flat,1
81.84,Flat,1
81.981,Flat,1
82.123,Flat,1
82.264,Flat,1
82.406,Flat,1
82.548,Flat,1
82.689,Flat,1
82.831,Flat,1
82.973,Flat,1
83.114,Flat,0
83.256,Flat,0
83.397,Flat,0
83.539,Flat,0
83.681,Flat,0
83.822,Flat,0
83.964,Flat,0
84.105,Flat,1
84.247,Flat,1
84.389,Flat,1
