series,time_s,value
pitch_angle,27.767,0.7591
pitch_angle,27.905,0.8634
pitch_angle,28.044,0.4636
pitch_angle,28.183,0.2028
pitch_angle,28.321,0.1855
pitch_angle,28.46,0.1681
pitch_angle,28.599,0.0985
pitch_angle,28.737,0.3941
pitch_angle,28.876,0.5679
pitch_angle,29.015,0.5853
pitch_angle,29.153,0.255
pitch_angle,29.292,0.2376
pitch_angle,29.431,0.3419
pitch_angle,29.569,0.5331
pitch_angle,29.708,0.4984
pitch_angle,29.847,0.3593
pitch_angle,29.985,0.255
pitch_angle,30.124,0.1159
pitch_angle,30.263,0.0985
pitch_angle,30.402,0.1333
pitch_angle,30.54,0.3245
pitch_angle,30.679,0.6722
pitch_angle,30.818,1.159
pitch_angle,30.956,1.1937
pitch_angle,31.095,1.1242
pitch_angle,31.234,1.3502
pitch_angle,31.372,1.1416
pitch_angle,31.511,1.2111
pitch_angle,31.65,1.4197
pitch_angle,31.788,1.3154
pitch_angle,31.927,0.732
pitch_angle,32.066,0.2898
pitch_angle,32.204,0.1855
pitch_angle,32.343,0.1855
pitch_angle,32.482,0.1333
pitch_angle,32.62,0.0985
pitch_angle,32.759,0.0638
pitch_angle,32.898,0.0985
pitch_angle,33.036,0.1159
pitch_angle,33.175,0.1681
pitch_angle,33.314,0.9677
pitch_angle,33.452,1.0199
pitch_angle,33.591,0.6027
pitch_angle,33.73,1.0199
pitch_angle,33.868,1.385
pitch_angle,34.007,1.6283
pitch_angle,34.146,1.5588
pitch_angle,34.284,1.5762
pitch_angle,34.423,1.6283
pitch_angle,34.562,1.524
pitch_angle,34.7,0.9504
pitch_angle,34.839,0.5158
pitch_angle,34.978,0.5331
pitch_angle,35.116,0.481
pitch_angle,35.255,0.3941
pitch_angle,35.394,0.3767
pitch_angle,35.532,0.3767
pitch_angle,35.671,0.3071
pitch_angle,35.81,0.2376
pitch_angle,35.948,0.3419
pitch_angle,36.087,0.6027
pitch_angle,36.226,0.5331
pitch_angle,36.364,0.2376
pitch_angle,36.503,0.3419
pitch_angle,36.642,0.707
pitch_angle,36.78,0.5853
pitch_angle,36.919,0.2202
pitch_angle,37.058,0.1159
pitch_angle,37.196,0.2724
pitch_angle,37.335,0.6722
pitch_angle,37.474,1.2111
pitch_angle,37.612,1.6457
pitch_angle,37.751,1.8022
pitch_angle,37.89,1.8369
pitch_angle,38.028,1.9239
pitch_angle,38.167,1.9412
pitch_angle,38.306,2.0108
pitch_angle,38.444,1.976
pitch_angle,38.583,1.5588
pitch_angle,38.722,1.0025
pitch_angle,38.86,2.0455
pitch_angle,38.999,3.2972
pitch_angle,39.138,3.8187
pitch_angle,39.276,2.4454
pitch_angle,39.415,1.1242
pitch_angle,39.554,1.1763
pitch_angle,39.692,1.298
pitch_angle,39.831,0.7244
pitch_angle,39.97,0.1507
pitch_angle,40.108,0.1333
pitch_angle,40.247,0.8808
pitch_angle,40.386,1.6979
pitch_angle,40.524,2.2889
pitch_angle,40.663,2.2542
pitch_angle,40.802,2.1846
pitch_angle,40.94,2.202
pitch_angle,41.079,2.1325
pitch_angle,41.218,2.2368
pitch_angle,41.356,2.5323
pitch_angle,41.495,2.654
pitch_angle,41.634,2.0803
pitch_angle,41.772,1.9934
pitch_angle,41.911,2.3758
pitch_angle,42.05,2.1151
pitch_angle,42.188,1.8717
pitch_angle,42.327,1.976
pitch_angle,42.466,2.3411
pitch_angle,42.604,2.5671
pitch_angle,42.743,2.5845
pitch_angle,42.882,1.8923
pitch_angle,43.02,0.9156
pitch_angle,43.159,0.3767
pitch_angle,43.298,0.4636
pitch_angle,43.436,0.4984
pitch_angle,43.575,0.5803
pitch_angle,43.714,0.7244
pitch_angle,43.852,0.846
pitch_angle,43.991,1.1937
pitch_angle,44.13,1.1763
pitch_angle,44.268,1.1937
pitch_angle,44.407,1.5588
pitch_angle,44.546,1.5066
pitch_angle,44.684,1.1242
pitch_angle,44.823,0.8113
pitch_angle,44.962,1.3502
pitch_angle,45.1,2.0803
pitch_angle,45.239,1.9934
pitch_angle,45.378,1.1416
pitch_angle,45.516,0.4462
pitch_angle,45.655,0.0811
pitch_angle,45.794,0.1159
pitch_angle,45.932,0.1333
pitch_angle,46.071,0.1507
pitch_angle,46.21,0.5331
pitch_angle,46.348,0.6027
pitch_angle,46.487,0.5158
pitch_angle,46.626,0.1159
pitch_angle,46.764,0.0985
pitch_angle,46.903,0.5853
pitch_angle,47.042,0.6896
pitch_angle,47.18,0.5853
pitch_angle,47.319,0.3245
pitch_angle,47.458,0.6722
pitch_angle,47.596,0.9156
pitch_angle,47.735,0.8808
pitch_angle,47.874,0.5679
pitch_angle,48.012,0.5158
pitch_angle,48.151,0.7244
pitch_angle,48.29,0.7244
pitch_angle,48.428,0.5158
pitch_angle,48.567,0.2724
pitch_angle,48.706,0.2028
pitch_angle,48.844,0.3941
pitch_angle,48.983,0.5679
pitch_angle,49.122,0.6201
pitch_angle,49.26,0.6722
pitch_angle,49.399,0.7765
pitch_angle,49.538,0.8113
pitch_angle,49.676,0.7939
pitch_angle,49.815,0.7244
pitch_angle,49.954,0.6027
pitch_angle,50.092,0.7417
pitch_angle,50.231,1.1763
pitch_angle,50.37,1.2111
pitch_angle,50.508,1.0025
pitch_angle,50.647,0.9504
pitch_angle,50.786,0.7244
pitch_angle,50.924,0.3941
pitch_angle,51.063,0.3941
pitch_angle,51.202,0.6027
pitch_angle,51.34,0.6896
pitch_angle,51.479,0.6548
pitch_angle,51.618,0.7939
pitch_angle,51.756,1.0331
pitch_angle,51.895,1.2806
pitch_angle,52.034,1.1937
pitch_angle,52.172,1.2459
pitch_angle,52.311,1.298
pitch_angle,52.45,1.0547
pitch_angle,52.588,1.0547
pitch_angle,52.727,1.1242
pitch_angle,52.866,1.1763
pitch_angle,53.004,1.1763
pitch_angle,53.143,1.159
pitch_angle,53.282,0.9851
pitch_angle,53.42,0.8287
pitch_angle,53.559,0.6548
pitch_angle,53.698,0.8718
pitch_angle,53.836,1.2459
pitch_angle,53.975,1.5762
pitch_angle,54.114,1.4023
pitch_angle,54.253,1.4023
pitch_angle,54.391,1.0025
pitch_angle,54.53,0.8634
pitch_angle,54.669,0.8634
pitch_angle,54.807,1.072
pitch_angle,54.946,1.0025
pitch_angle,55.085,0.933
pitch_angle,55.223,0.5853
pitch_angle,55.362,0.6027
pitch_angle,55.501,0.846
pitch_angle,55.639,0.9156
pitch_angle,55.778,0.9156
pitch_angle,55.917,0.9156
pitch_angle,56.055,0.9156
pitch_angle,56.194,1.1416
pitch_angle,56.333,1.2285
pitch_angle,56.471,1.2285
pitch_angle,56.61,0.6096
pitch_angle,56.749,0.4462
pitch_angle,56.887,0.3593
pitch_angle,57.026,0.4462
pitch_angle,57.165,0.4636
pitch_angle,57.303,1.2887
pitch_angle,57.442,1.6631
pitch_angle,57.581,2.0282
pitch_angle,57.719,1.8717
pitch_angle,57.858,1.1068
pitch_angle,57.997,1.0547
pitch_angle,58.135,1.75
pitch_angle,58.274,1.7848
pitch_angle,58.413,1.75
pitch_angle,58.551,1.6805
pitch_angle,58.69,1.4371
pitch_angle,58.829,0.7591
pitch_angle,58.967,0.7244
pitch_angle,59.106,1.4023
pitch_angle,59.245,1.9065
pitch_angle,59.383,1.9239
pitch_angle,59.522,1.9412
pitch_angle,59.661,1.9586
pitch_angle,59.799,2.1325
pitch_angle,59.938,2.1672
pitch_angle,60.077,1.9934
pitch_angle,60.215,1.9934
pitch_angle,60.354,1.976
pitch_angle,60.493,1.6457
pitch_angle,60.631,1.1937
pitch_angle,60.77,1.0373
pitch_angle,60.909,1.4545
pitch_angle,61.047,1.2285
pitch_angle,61.186,0.7557
pitch_angle,61.325,0.6374
pitch_angle,61.463,0.3767
pitch_angle,61.602,0.1507
pitch_angle,61.741,0.1855
pitch_angle,61.879,0.5158
pitch_angle,62.018,0.6027
pitch_angle,62.157,0.3593
pitch_angle,62.295,0.3245
pitch_angle,62.434,0.2898
pitch_angle,62.573,0.2376
pitch_angle,62.711,0.4114
pitch_angle,62.85,0.7244
pitch_angle,62.989,0.9677
pitch_angle,63.127,0.8634
pitch_angle,63.266,0.933
pitch_angle,63.405,1.7342
pitch_angle,63.543,2.0629
pitch_angle,63.682,1.5066
pitch_angle,63.821,0.9677
pitch_angle,63.959,1.0199
pitch_angle,64.098,0.8808
pitch_angle,64.237,1.0373
pitch_angle,64.375,1.0373
pitch_angle,64.514,0.9504
pitch_angle,64.653,0.9504
pitch_angle,64.791,1.072
pitch_angle,64.93,1.0199
pitch_angle,65.069,1.0894
pitch_angle,65.207,1.4023
pitch_angle,65.346,1.9065
pitch_angle,65.485,1.3253
pitch_angle,65.623,0.707
pitch_angle,65.762,0.481
pitch_angle,65.901,1.1937
pitch_angle,66.039,1.8369
pitch_angle,66.178,1.5414
pitch_angle,66.317,1.1763
pitch_angle,66.455,1.5414
pitch_angle,66.594,1.3987
pitch_angle,66.733,0.8113
pitch_angle,66.871,0.6722
pitch_angle,67.01,0.8634
pitch_angle,67.149,0.8808
pitch_angle,67.287,1.0025
pitch_angle,67.426,1.0547
pitch_angle,67.565,0.7417
pitch_angle,67.703,0.4462
pitch_angle,67.842,0.3419
pitch_angle,67.981,0.4462
pitch_angle,68.119,0.6896
pitch_angle,68.258,0.7244
pitch_angle,68.397,0.5679
pitch_angle,68.535,0.6201
pitch_angle,68.674,1.0199
pitch_angle,68.813,1.0025
pitch_angle,68.951,0.9851
pitch_angle,69.09,1.1416
pitch_angle,69.229,1.2285
pitch_angle,69.367,1.2285
pitch_angle,69.506,1.1937
pitch_angle,69.645,1.159
pitch_angle,69.783,1.2806
pitch_angle,69.922,1.4023
pitch_angle,70.061,1.2806
pitch_angle,70.199,1.1763
pitch_angle,70.338,1.1416
pitch_angle,70.477,1.1937
pitch_angle,70.615,1.4371
pitch_angle,70.754,1.6892
pitch_angle,70.893,2.3676
pitch_angle,71.031,2.654
pitch_angle,71.17,3.0538
pitch_angle,71.309,3.4015
pitch_angle,71.447,3.6449
pitch_angle,71.586,4.0273
pitch_angle,71.725,4.4445
pitch_angle,71.863,4.3402
pitch_angle,72.002,3.7666
pitch_angle,72.141,2.6366
pitch_angle,72.279,1.5762
pitch_angle,72.418,0.9851
pitch_angle,72.557,1.0547
pitch_angle,72.695,1.0373
pitch_angle,72.834,1.0025
pitch_angle,72.973,0.9851
pitch_angle,73.111,1.0025
pitch_angle,73.25,1.0025
pitch_angle,73.389,1.0025
pitch_angle,73.527,0.933
pitch_angle,73.666,0.9677
pitch_angle,73.805,1.0199
pitch_angle,73.943,1.0025
pitch_angle,74.082,0.9851
pitch_angle,74.221,1.0373
pitch_angle,74.359,1.0547
pitch_angle,74.498,1.0373
pitch_angle,74.637,1.072
pitch_angle,74.775,1.0025
pitch_angle,74.914,0.9851
pitch_angle,75.053,1.0025
pitch_angle,75.191,1.0025
pitch_angle,75.33,0.9504
pitch_angle,75.469,0.9851
pitch_angle,75.607,0.9851
pitch_angle,75.746,1.0025
pitch_angle,75.885,1.1068
pitch_angle,76.023,1.1068
pitch_angle,76.162,1.0234
pitch_angle,76.301,0.9677
pitch_angle,76.439,0.9504
pitch_angle,76.578,0.9677
pitch_angle,76.717,0.9851
pitch_angle,76.855,0.9677
pitch_angle,76.994,1.0373
pitch_angle,77.133,1.072
pitch_angle,77.271,1.0199
pitch_angle,77.41,1.0373
pitch_angle,77.549,1.072
pitch_angle,77.688,1.0547
pitch_angle,77.826,1.0199
pitch_angle,77.965,1.0547
pitch_angle,78.104,1.0373
pitch_angle,78.242,0.9677
pitch_angle,78.381,1.0025
pitch_angle,78.52,1.0025
pitch_angle,78.658,0.9851
pitch_angle,78.797,1.0547
pitch_angle,78.936,1.0547
pitch_angle,79.074,1.072
pitch_angle,79.213,0.9677
pitch_angle,79.352,0.9504
pitch_angle,79.49,1.0547
pitch_angle,79.629,1.0547
pitch_angle,79.768,0.9677
pitch_angle,79.906,0.9677
pitch_angle,80.045,1.0373
pitch_angle,80.184,1.0547
pitch_angle,80.322,1.072
pitch_angle,80.461,1.072
pitch_angle,80.6,1.1068
pitch_angle,80.738,1.0199
pitch_angle,80.877,1.0199
pitch_angle,81.016,1.072
pitch_angle,81.154,1.072
pitch_angle,81.293,0.9851
pitch_angle,81.432,0.9851
pitch_angle,81.57,1.1068
pitch_angle,81.709,1.0199
pitch_angle,81.848,0.9851
pitch_angle,81.986,0.9851
pitch_angle,82.125,0.9851
pitch_angle,82.264,0.933
pitch_angle,82.402,0.9504
pitch_angle,82.541,0.9677
pitch_angle,82.68,1.0547
pitch_angle,82.818,0.933
pitch_angle,82.957,0.933
pitch_angle,83.096,1.0894
pitch_angle,83.234,1.1068
pitch_angle,83.373,1.0199
pitch_angle,83.512,1.0025
pitch_angle,83.65,1.0373
pitch_angle,83.789,1.0547
pitch_angle,83.928,1.0894
pitch_angle,84.066,1.0373
pitch_angle,84.205,1.072
pitch_angle,84.344,1.0894
pitch_angle,84.482,1.0373
pitch_angle,84.621,1.0373
pitch_angle,84.76,1.0373
pitch_angle,84.898,1.0373
pitch_angle,85.037,1.0547
pitch_angle,85.176,0.9677
pitch_angle,85.314,0.9504
pitch_angle,85.453,1.0547
pitch_angle,85.592,1.0373
pitch_angle,85.73,1.0547
pitch_angle,85.869,1.072
pitch_angle,86.008,1.072
pitch_angle,86.146,1.0025
pitch_angle,86.285,1.0025
pitch_angle,86.424,1.0547
pitch_angle,86.562,1.1068
pitch_angle,86.701,1.0894
pitch_angle,86.84,1.0894
pitch_angle,86.978,0.9851
pitch_angle,87.117,0.933
pitch_angle,87.256,0.933
pitch_angle,87.394,0.9677
pitch_angle,87.533,1.0373
pitch_angle,87.672,1.0894
pitch_angle,87.81,1.072
pitch_angle,87.949,1.1416
pitch_angle,88.088,1.1416
pitch_angle,88.226,1.1068
pitch_angle,88.365,1.1068
pitch_angle,88.504,1.1242
pitch_angle,88.642,1.0894
pitch_angle,88.781,1.0025
pitch_angle,88.92,1.0025
pitch_angle,89.058,1.0025
pitch_angle,89.197,0.9851
pitch_angle,89.336,0.9851
pitch_angle,89.474,0.9851
pitch_angle,89.613,1.072
pitch_angle,89.752,1.0547
pitch_angle,89.89,1.0025
pitch_angle,90.029,1.0373
pitch_angle,90.168,1.0199
pitch_angle,90.306,1.0199
pitch_angle,90.445,0.9851
pitch_angle,90.584,0.9851
pitch_angle,90.722,0.9851
pitch_angle,90.861,0.933
pitch_angle,91.0,0.9156
pitch_angle,91.138,0.9504
pitch_angle,91.277,1.0025
pitch_angle,91.416,1.0373
pitch_angle,91.554,1.072
pitch_angle,91.693,1.072
pitch_angle,91.832,1.0025
pitch_angle,91.97,0.9851
pitch_angle,92.109,0.9851
pitch_angle,92.248,0.9851
pitch_angle,92.386,1.0894
pitch_angle,92.525,1.072
pitch_angle,92.664,0.9677
pitch_angle,92.802,0.9677
pitch_angle,92.941,1.0199
pitch_angle,93.08,0.9677
pitch_angle,93.218,0.9677
pitch_angle,93.357,1.0373
pitch_angle,93.496,1.0547
pitch_angle,93.634,1.0894
pitch_angle,93.773,1.0025
pitch_angle,93.912,1.0025
pitch_angle,94.05,1.0199
pitch_angle,94.189,1.0199
pitch_angle,94.328,0.9851
pitch_angle,94.466,1.0199
pitch_angle,94.605,1.0199
pitch_angle,94.744,1.0199
pitch_angle,94.882,1.0025
pitch_angle,95.021,1.0199
pitch_angle,95.16,1.072
pitch_angle,95.298,1.072
pitch_angle,95.437,1.1068
pitch_angle,95.576,1.072
pitch_angle,95.714,1.0373
pitch_angle,95.853,1.0373
pitch_angle,95.992,1.0547
pitch_angle,96.13,1.0025
pitch_angle,96.269,0.9504
pitch_angle,96.408,0.933
pitch_angle,96.546,1.0025
pitch_angle,96.685,1.072
pitch_angle,96.824,0.9504
pitch_angle,96.962,1.9239
pitch_angle,97.101,2.4801
pitch_angle,97.24,3.1234
pitch_angle,97.378,3.1234
pitch_angle,97.517,3.1234
pitch_angle,97.656,2.3758
