series,time_s,value
pitch_angle,45.142,12.5544
pitch_angle,45.217,12.6886
pitch_angle,45.293,13.0467
pitch_angle,45.369,13.539
pitch_angle,45.444,13.9418
pitch_angle,45.52,14.1656
pitch_angle,45.596,14.4789
pitch_angle,45.671,14.837
pitch_angle,45.747,15.1503
pitch_angle,45.823,15.3741
pitch_angle,45.898,15.7321
pitch_angle,45.974,15.9559
pitch_angle,46.049,16.0006
pitch_angle,46.125,16.1349
pitch_angle,46.201,16.2692
pitch_angle,46.276,16.3139
pitch_angle,46.352,16.3587
pitch_angle,46.428,16.3587
pitch_angle,46.503,16.3587
pitch_angle,46.579,16.3139
pitch_angle,46.654,16.3587
pitch_angle,46.73,16.3587
pitch_angle,46.806,16.2692
pitch_angle,46.881,16.2692
pitch_angle,46.957,16.4035
pitch_angle,47.033,16.3587
pitch_angle,47.108,16.2692
pitch_angle,47.184,16.1797
pitch_angle,47.259,16.2244
pitch_angle,47.335,16.3139
pitch_angle,47.411,16.4035
pitch_angle,47.486,16.4035
pitch_angle,47.562,16.3587
pitch_angle,47.638,16.3587
pitch_angle,47.713,16.3587
pitch_angle,47.789,16.3587
pitch_angle,47.864,16.3139
pitch_angle,47.94,16.3587
pitch_angle,48.016,16.672
pitch_angle,48.091,17.0748
pitch_angle,48.167,17.4329
pitch_angle,48.243,17.8804
pitch_angle,48.318,18.4623
pitch_angle,48.394,19.0441
pitch_angle,48.469,19.4917
pitch_angle,48.545,19.8945
pitch_angle,48.621,20.2973
pitch_angle,48.696,20.6554
pitch_angle,48.772,21.1924
pitch_angle,48.848,21.7295
pitch_angle,48.923,22.3114
pitch_angle,48.999,22.7589
pitch_angle,49.074,23.296
pitch_angle,49.15,23.6988
pitch_angle,49.226,24.0121
pitch_angle,49.301,24.5044
pitch_angle,49.377,24.9073
pitch_angle,49.453,24.9968
pitch_angle,49.528,24.9968
pitch_angle,49.604,25.1758
pitch_angle,49.679,25.2653
pitch_angle,49.755,25.3548
pitch_angle,49.831,25.2653
pitch_angle,49.906,25.3548
pitch_angle,49.982,25.3548
pitch_angle,50.058,25.3548
pitch_angle,50.133,25.2653
pitch_angle,50.209,25.2206
pitch_angle,50.284,25.2206
pitch_angle,50.36,25.2206
pitch_angle,50.436,25.2653
pitch_angle,50.511,25.3548
pitch_angle,50.587,25.3548
pitch_angle,50.663,25.3101
pitch_angle,50.738,25.3101
pitch_angle,50.814,25.3101
pitch_angle,50.889,25.3101
pitch_angle,50.965,25.3101
pitch_angle,51.041,25.3101
pitch_angle,51.116,25.2653
pitch_angle,51.192,25.2206
pitch_angle,51.268,25.1758
pitch_angle,51.343,25.2206
pitch_angle,51.419,25.2653
pitch_angle,51.494,25.3548
pitch_angle,51.57,25.5338
pitch_angle,51.646,25.9367
pitch_angle,51.721,26.3842
pitch_angle,51.797,26.8318
pitch_angle,51.873,27.4584
pitch_angle,51.948,28.1745
pitch_angle,52.024,28.8906
pitch_angle,52.1,29.6067
pitch_angle,52.175,30.1438
pitch_angle,52.251,30.7704
pitch_angle,52.326,31.4865
pitch_angle,52.402,32.3816
pitch_angle,52.478,33.1425
pitch_angle,52.553,33.8586
pitch_angle,52.629,34.3509
